"Fa","Fb","Foil","Fshear","K","Nca","Sa","Sb","Sc","U:0","U:1","U:2","Ua:0","Ua:1","Ua:2","Ub:0","Ub:1","Ub:2","Uc:0","Uc:1","Uc:2","eps","kra","krb","krc","p","phi","phia","phib","phic","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8.71056e-02,8.50416e-01,5.19877e-02,1.00000e+00,1.00000e-12,1.35313e-06,1.35331e-01,5.14003e-01,3.50666e-01,1.41110e-05,0.00000e+00,0.00000e+00,1.21528e-06,0.00000e+00,0.00000e+00,1.20162e-05,0.00000e+00,0.00000e+00,8.79587e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.73837e-04,2.67373e-01,9.82129e-02,4.08299e+04,nan,nan,nan,nan,1,1.90840e+00,1.90840e+00,5.00000e-03,5.00000e-03
4.39476e-02,9.09402e-01,7.35358e-02,1.00000e+00,1.00000e-12,1.19606e-06,8.74491e-02,5.78533e-01,3.34018e-01,1.41110e-05,0.00000e+00,0.00000e+00,8.62982e-07,0.00000e+00,0.00000e+00,1.25131e-05,0.00000e+00,0.00000e+00,7.34915e-07,0.00000e+00,0.00000e+00,2.50000e-01,1.40900e-04,3.64053e-01,8.60144e-02,4.06664e+04,nan,nan,nan,nan,1,1.91207e+00,1.91207e+00,5.00000e-03,5.00000e-03
1.40778e-03,9.74263e-01,1.26222e-01,1.00000e+00,1.00000e-12,8.97123e-07,2.06279e-02,6.78575e-01,3.00797e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.80895e-07,0.00000e+00,0.00000e+00,1.33886e-05,0.00000e+00,0.00000e+00,4.41502e-07,0.00000e+00,0.00000e+00,2.50000e-01,6.68985e-06,5.25779e-01,6.34125e-02,4.05374e+04,nan,nan,nan,nan,1,1.91574e+00,1.91574e+00,5.00000e-03,5.00000e-03
2.44022e-08,9.82908e-01,1.61629e-01,1.00000e+00,1.00000e-12,7.22984e-07,1.35710e-04,7.17709e-01,2.82155e-01,1.41110e-05,0.00000e+00,0.00000e+00,4.37759e-09,0.00000e+00,0.00000e+00,1.38445e-05,0.00000e+00,0.00000e+00,2.62165e-07,0.00000e+00,0.00000e+00,2.50000e-01,1.47161e-10,5.96280e-01,5.18343e-02,4.04466e+04,nan,nan,nan,nan,1,1.91941e+00,1.91941e+00,5.00000e-03,5.00000e-03
1.86367e-18,9.83386e-01,1.66030e-01,1.00000e+00,1.00000e-12,7.01318e-07,1.55071e-09,7.19845e-01,2.80155e-01,1.41110e-05,0.00000e+00,0.00000e+00,8.55732e-14,0.00000e+00,0.00000e+00,1.38750e-05,0.00000e+00,0.00000e+00,2.35994e-07,0.00000e+00,0.00000e+00,2.50000e-01,1.13727e-20,6.00330e-01,5.07107e-02,4.03615e+04,nan,nan,nan,nan,1,1.92308e+00,1.92308e+00,5.00000e-03,5.00000e-03
1.91290e-39,9.83419e-01,1.66350e-01,1.00000e+00,1.00000e-12,7.00213e-07,8.43428e-20,7.19989e-01,2.80011e-01,1.41110e-05,0.00000e+00,0.00000e+00,6.57194e-24,0.00000e+00,0.00000e+00,1.38769e-05,0.00000e+00,0.00000e+00,2.34076e-07,0.00000e+00,0.00000e+00,2.50000e-01,1.16826e-41,6.00604e-01,5.06311e-02,4.02767e+04,nan,nan,nan,nan,1,1.92675e+00,1.92675e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66374e-01,1.00000e+00,1.00000e-12,7.00138e-07,7.51881e-41,7.19999e-01,2.80001e-01,1.41110e-05,0.00000e+00,0.00000e+00,7.00649e-45,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33942e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00623e-01,5.06255e-02,4.01919e+04,nan,nan,nan,nan,1,1.93042e+00,1.93042e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,4.01071e+04,nan,nan,nan,nan,1,1.93409e+00,1.93409e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,4.00223e+04,nan,nan,nan,nan,1,1.93776e+00,1.93776e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.99375e+04,nan,nan,nan,nan,1,1.94143e+00,1.94143e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.98527e+04,nan,nan,nan,nan,1,1.94510e+00,1.94510e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.97679e+04,nan,nan,nan,nan,1,1.94877e+00,1.94877e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.96832e+04,nan,nan,nan,nan,1,1.95244e+00,1.95244e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.95984e+04,nan,nan,nan,nan,1,1.95611e+00,1.95611e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.95136e+04,nan,nan,nan,nan,1,1.95978e+00,1.95978e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.94288e+04,nan,nan,nan,nan,1,1.96345e+00,1.96345e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.93440e+04,nan,nan,nan,nan,1,1.96712e+00,1.96712e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.92592e+04,nan,nan,nan,nan,1,1.97079e+00,1.97079e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.91744e+04,nan,nan,nan,nan,1,1.97446e+00,1.97446e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.90896e+04,nan,nan,nan,nan,1,1.97813e+00,1.97813e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.90048e+04,nan,nan,nan,nan,1,1.98180e+00,1.98180e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.89200e+04,nan,nan,nan,nan,1,1.98547e+00,1.98547e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.88352e+04,nan,nan,nan,nan,1,1.98914e+00,1.98914e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.87504e+04,nan,nan,nan,nan,1,1.99281e+00,1.99281e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.86656e+04,nan,nan,nan,nan,1,1.99648e+00,1.99648e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.85809e+04,nan,nan,nan,nan,1,2.00015e+00,2.00015e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.84961e+04,nan,nan,nan,nan,1,2.00382e+00,2.00382e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.84113e+04,nan,nan,nan,nan,1,2.00749e+00,2.00749e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.83265e+04,nan,nan,nan,nan,1,2.01116e+00,2.01116e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.82417e+04,nan,nan,nan,nan,1,2.01483e+00,2.01483e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.81569e+04,nan,nan,nan,nan,1,2.01850e+00,2.01850e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.80721e+04,nan,nan,nan,nan,1,2.02217e+00,2.02217e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.79873e+04,nan,nan,nan,nan,1,2.02584e+00,2.02584e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.79025e+04,nan,nan,nan,nan,1,2.02951e+00,2.02951e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.78177e+04,nan,nan,nan,nan,1,2.03318e+00,2.03318e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.77329e+04,nan,nan,nan,nan,1,2.03685e+00,2.03685e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.76481e+04,nan,nan,nan,nan,1,2.04052e+00,2.04052e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.75633e+04,nan,nan,nan,nan,1,2.04419e+00,2.04419e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.74785e+04,nan,nan,nan,nan,1,2.04786e+00,2.04786e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.73937e+04,nan,nan,nan,nan,1,2.05153e+00,2.05153e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.73089e+04,nan,nan,nan,nan,1,2.05520e+00,2.05520e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.72242e+04,nan,nan,nan,nan,1,2.05887e+00,2.05887e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.71394e+04,nan,nan,nan,nan,1,2.06254e+00,2.06254e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.70546e+04,nan,nan,nan,nan,1,2.06621e+00,2.06621e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.69698e+04,nan,nan,nan,nan,1,2.06988e+00,2.06988e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.68850e+04,nan,nan,nan,nan,1,2.07355e+00,2.07355e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.68002e+04,nan,nan,nan,nan,1,2.07722e+00,2.07722e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.67154e+04,nan,nan,nan,nan,1,2.08089e+00,2.08089e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.66306e+04,nan,nan,nan,nan,1,2.08456e+00,2.08456e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.65458e+04,nan,nan,nan,nan,1,2.08823e+00,2.08823e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.64610e+04,nan,nan,nan,nan,1,2.09190e+00,2.09190e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.63762e+04,nan,nan,nan,nan,1,2.09557e+00,2.09557e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.62914e+04,nan,nan,nan,nan,1,2.09924e+00,2.09924e+00,5.00000e-03,5.00000e-03
0.00000e+00,9.83422e-01,1.66375e-01,1.00000e+00,1.00000e-12,7.00133e-07,0.00000e+00,7.20000e-01,2.80000e-01,1.41110e-05,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.38771e-05,0.00000e+00,0.00000e+00,2.33932e-07,0.00000e+00,0.00000e+00,2.50000e-01,0.00000e+00,6.00625e-01,5.06250e-02,3.62066e+04,nan,nan,nan,nan,1,2.10291e+00,2.10291e+00,5.00000e-03,5.00000e-03
