sw,sg,sw_inj,sg_inj,oil_bank
0.24,0.32,0.7,0.3,False
0.24,0.28,0.0,1.0,False
0.24,0.28,0.1,0.9,False
0.24,0.28,0.2,0.8,False
0.24,0.28,0.3,0.7,False
0.24,0.28,0.4,0.6,False
0.24,0.28,0.5,0.5,False
0.24,0.28,0.6,0.4,False
0.24,0.28,0.7,0.3,False
0.24,0.24,0.0,1.0,False
0.24,0.24,0.1,0.9,False
0.24,0.24,0.2,0.8,False
0.24,0.24,0.3,0.7,False
0.24,0.24,0.4,0.6,False
0.24,0.24,0.5,0.5,False
0.24,0.24,0.6,0.4,False
0.24,0.24,0.7,0.3,False
0.24,0.2,0.0,1.0,False
0.24,0.2,0.1,0.9,False
0.24,0.2,0.2,0.8,False
0.24,0.2,0.3,0.7,False
0.24,0.2,0.4,0.6,False
0.24,0.2,0.5,0.5,False
0.24,0.2,0.6,0.4,False
0.24,0.2,0.7,0.3,False
0.24,0.16,0.0,1.0,False
0.24,0.16,0.1,0.9,False
0.24,0.16,0.2,0.8,False
0.24,0.16,0.3,0.7,False
0.24,0.16,0.4,0.6,False
0.24,0.16,0.5,0.5,False
0.24,0.16,0.6,0.4,False
0.24,0.16,0.7,0.3,False
0.24,0.12,0.0,1.0,False
0.24,0.12,0.1,0.9,False
0.24,0.12,0.2,0.8,False
0.24,0.12,0.3,0.7,False
0.24,0.12,0.4,0.6,False
0.24,0.12,0.5,0.5,False
0.24,0.12,0.6,0.4,False
0.24,0.12,0.7,0.3,False
0.24,0.08,0.0,1.0,False
0.24,0.08,0.1,0.9,False
0.24,0.08,0.2,0.8,False
0.24,0.08,0.3,0.7,False
0.24,0.08,0.4,0.6,False
0.24,0.08,0.5,0.5,False
0.24,0.08,0.6,0.4,False
0.24,0.08,0.7,0.3,False
0.24,0.04,0.0,1.0,False
0.24,0.04,0.1,0.9,False
0.24,0.04,0.2,0.8,False
0.24,0.04,0.3,0.7,False
0.24,0.04,0.4,0.6,False
0.24,0.04,0.5,0.5,False
0.24,0.04,0.6,0.4,False
0.24,0.04,0.7,0.3,False
0.24,0.0,0.0,1.0,False
0.24,0.0,0.1,0.9,False
0.24,0.0,0.2,0.8,False
0.24,0.0,0.3,0.7,False
0.24,0.0,0.4,0.6,False
0.24,0.0,0.5,0.5,False
0.24,0.0,0.6,0.4,False
0.24,0.0,0.7,0.3,False
0.28,0.68,0.0,1.0,False
0.28,0.68,0.1,0.9,False
0.28,0.68,0.2,0.8,False
0.28,0.68,0.3,0.7,False
0.28,0.68,0.4,0.6,False
0.28,0.68,0.5,0.5,False
0.28,0.68,0.6,0.4,False
0.28,0.68,0.7,0.3,False
0.28,0.64,0.0,1.0,True
0.28,0.64,0.1,0.9,True
0.28,0.64,0.2,0.8,False
0.28,0.64,0.3,0.7,False
0.28,0.64,0.4,0.6,False
0.28,0.64,0.5,0.5,False
0.28,0.64,0.6,0.4,False
0.28,0.64,0.7,0.3,False
0.28,0.6,0.0,1.0,True
0.28,0.6,0.1,0.9,True
0.28,0.6,0.2,0.8,False
0.28,0.6,0.3,0.7,False
0.28,0.6,0.4,0.6,False
0.28,0.6,0.5,0.5,False
0.28,0.6,0.6,0.4,False
0.28,0.6,0.7,0.3,False
0.28,0.56,0.0,1.0,True
0.28,0.56,0.1,0.9,True
0.28,0.56,0.2,0.8,False
0.28,0.56,0.3,0.7,False
0.28,0.56,0.4,0.6,False
0.28,0.56,0.5,0.5,False
0.28,0.56,0.6,0.4,False
0.28,0.56,0.7,0.3,False
0.28,0.52,0.0,1.0,True
0.28,0.52,0.1,0.9,True
0.28,0.52,0.2,0.8,False
0.28,0.52,0.3,0.7,False
0.28,0.52,0.4,0.6,False
0.28,0.52,0.5,0.5,False
0.28,0.52,0.6,0.4,False
0.28,0.52,0.7,0.3,False
0.28,0.48,0.0,1.0,True
0.28,0.48,0.1,0.9,True
0.28,0.48,0.2,0.8,False
0.28,0.48,0.3,0.7,False
0.28,0.48,0.4,0.6,False
0.28,0.48,0.5,0.5,False
0.28,0.48,0.6,0.4,False
0.28,0.48,0.7,0.3,False
0.28,0.44,0.0,1.0,True
0.28,0.44,0.1,0.9,True
0.28,0.44,0.2,0.8,False
0.28,0.44,0.3,0.7,False
0.28,0.44,0.4,0.6,False
0.28,0.44,0.5,0.5,False
0.28,0.44,0.6,0.4,False
0.28,0.44,0.7,0.3,False
0.28,0.4,0.0,1.0,True
0.28,0.4,0.1,0.9,False
0.28,0.4,0.2,0.8,False
0.28,0.4,0.3,0.7,False
0.28,0.4,0.4,0.6,False
0.28,0.4,0.5,0.5,False
0.28,0.4,0.6,0.4,False
0.28,0.4,0.7,0.3,False
0.28,0.36,0.0,1.0,True
0.28,0.36,0.1,0.9,False
0.28,0.36,0.2,0.8,False
0.28,0.36,0.3,0.7,False
0.28,0.36,0.4,0.6,False
0.28,0.36,0.5,0.5,False
0.28,0.36,0.6,0.4,False
0.28,0.36,0.7,0.3,False
0.28,0.32,0.0,1.0,True
0.28,0.32,0.1,0.9,False
0.28,0.32,0.2,0.8,False
0.28,0.32,0.3,0.7,False
0.28,0.32,0.4,0.6,False
0.28,0.32,0.5,0.5,False
0.28,0.32,0.6,0.4,False
0.28,0.32,0.7,0.3,False
0.28,0.28,0.0,1.0,True
0.28,0.28,0.1,0.9,False
0.28,0.28,0.2,0.8,False
0.28,0.28,0.3,0.7,False
0.28,0.28,0.4,0.6,False
0.28,0.28,0.5,0.5,False
0.28,0.28,0.6,0.4,False
0.28,0.28,0.7,0.3,False
0.28,0.24,0.0,1.0,True
0.28,0.24,0.1,0.9,False
0.28,0.24,0.2,0.8,False
0.28,0.24,0.3,0.7,False
0.28,0.24,0.4,0.6,False
0.28,0.24,0.5,0.5,False
0.28,0.24,0.6,0.4,False
0.28,0.24,0.7,0.3,False
0.28,0.2,0.0,1.0,True
0.28,0.2,0.1,0.9,False
0.28,0.2,0.2,0.8,False
0.28,0.2,0.3,0.7,False
0.28,0.2,0.4,0.6,False
0.28,0.2,0.5,0.5,False
0.28,0.2,0.6,0.4,False
0.28,0.2,0.7,0.3,False
0.28,0.16,0.0,1.0,False
0.28,0.16,0.1,0.9,False
0.28,0.16,0.2,0.8,False
0.28,0.16,0.3,0.7,False
0.28,0.16,0.4,0.6,False
0.28,0.16,0.5,0.5,False
0.28,0.16,0.6,0.4,False
0.28,0.16,0.7,0.3,False
0.28,0.12,0.0,1.0,False
0.28,0.12,0.1,0.9,False
0.28,0.12,0.2,0.8,False
0.28,0.12,0.3,0.7,False
0.28,0.12,0.4,0.6,False
0.28,0.12,0.5,0.5,False
0.28,0.12,0.6,0.4,False
0.28,0.12,0.7,0.3,False
0.28,0.08,0.0,1.0,False
0.28,0.08,0.1,0.9,False
0.28,0.08,0.2,0.8,False
0.28,0.08,0.3,0.7,False
0.28,0.08,0.4,0.6,False
0.28,0.08,0.5,0.5,False
0.28,0.08,0.6,0.4,False
0.28,0.08,0.7,0.3,False
0.28,0.04,0.0,1.0,True
0.28,0.04,0.1,0.9,False
0.28,0.04,0.2,0.8,False
0.28,0.04,0.3,0.7,False
0.28,0.04,0.4,0.6,False
0.28,0.04,0.5,0.5,False
0.28,0.04,0.6,0.4,False
0.28,0.04,0.7,0.3,False
0.28,0.0,0.0,1.0,False
0.28,0.0,0.1,0.9,False
0.28,0.0,0.2,0.8,False
0.28,0.0,0.3,0.7,False
0.28,0.0,0.4,0.6,False
0.28,0.0,0.5,0.5,False
0.28,0.0,0.6,0.4,False
0.28,0.0,0.7,0.3,False
0.32,0.64,0.0,1.0,False
0.32,0.64,0.1,0.9,False
0.32,0.64,0.2,0.8,False
0.32,0.64,0.3,0.7,False
0.32,0.64,0.4,0.6,False
0.32,0.64,0.5,0.5,False
0.32,0.64,0.6,0.4,False
0.32,0.64,0.7,0.3,False
0.32,0.6,0.0,1.0,True
0.32,0.6,0.1,0.9,True
0.32,0.6,0.2,0.8,True
0.32,0.6,0.3,0.7,False
0.32,0.6,0.4,0.6,False
0.32,0.6,0.5,0.5,False
0.32,0.6,0.6,0.4,False
0.32,0.6,0.7,0.3,False
0.32,0.56,0.0,1.0,True
0.32,0.56,0.1,0.9,True
0.32,0.56,0.2,0.8,True
0.32,0.56,0.3,0.7,False
0.32,0.56,0.4,0.6,False
0.32,0.56,0.5,0.5,False
0.32,0.56,0.6,0.4,False
0.32,0.56,0.7,0.3,False
0.32,0.52,0.0,1.0,True
0.32,0.52,0.1,0.9,True
0.32,0.52,0.2,0.8,False
0.32,0.52,0.3,0.7,False
0.32,0.52,0.4,0.6,False
0.32,0.52,0.5,0.5,False
0.32,0.52,0.6,0.4,False
0.32,0.52,0.7,0.3,False
0.32,0.48,0.0,1.0,True
0.32,0.48,0.1,0.9,True
0.32,0.48,0.2,0.8,False
0.32,0.48,0.3,0.7,False
0.32,0.48,0.4,0.6,False
0.32,0.48,0.5,0.5,False
0.32,0.48,0.6,0.4,False
0.32,0.48,0.7,0.3,False
0.32,0.44,0.0,1.0,True
0.32,0.44,0.1,0.9,True
0.32,0.44,0.2,0.8,False
0.32,0.44,0.3,0.7,False
0.32,0.44,0.4,0.6,False
0.32,0.44,0.5,0.5,False
0.32,0.44,0.6,0.4,False
0.32,0.44,0.7,0.3,False
0.32,0.4,0.0,1.0,True
0.32,0.4,0.1,0.9,True
0.32,0.4,0.2,0.8,False
0.32,0.4,0.3,0.7,False
0.32,0.4,0.4,0.6,False
0.32,0.4,0.5,0.5,False
0.32,0.4,0.6,0.4,False
0.32,0.4,0.7,0.3,False
0.32,0.36,0.0,1.0,True
0.32,0.36,0.1,0.9,True
0.32,0.36,0.2,0.8,False
0.32,0.36,0.3,0.7,False
0.32,0.36,0.4,0.6,False
0.32,0.36,0.5,0.5,False
0.32,0.36,0.6,0.4,False
0.32,0.36,0.7,0.3,False
0.32,0.32,0.0,1.0,True
0.32,0.32,0.1,0.9,False
0.32,0.32,0.2,0.8,False
0.32,0.32,0.3,0.7,False
0.32,0.32,0.4,0.6,False
0.32,0.32,0.5,0.5,False
0.32,0.32,0.6,0.4,False
0.32,0.32,0.7,0.3,False
0.32,0.28,0.0,1.0,True
0.32,0.28,0.1,0.9,False
0.32,0.28,0.2,0.8,False
0.32,0.28,0.3,0.7,False
0.32,0.28,0.4,0.6,False
0.32,0.28,0.5,0.5,False
0.32,0.28,0.6,0.4,False
0.32,0.28,0.7,0.3,False
0.32,0.24,0.0,1.0,True
0.32,0.24,0.1,0.9,False
0.32,0.24,0.2,0.8,False
0.32,0.24,0.3,0.7,False
0.32,0.24,0.4,0.6,False
0.32,0.24,0.5,0.5,False
0.32,0.24,0.6,0.4,False
0.32,0.24,0.7,0.3,False
0.32,0.2,0.0,1.0,True
0.32,0.2,0.1,0.9,False
0.32,0.2,0.2,0.8,False
0.32,0.2,0.3,0.7,False
0.32,0.2,0.4,0.6,False
0.32,0.2,0.5,0.5,False
0.32,0.2,0.6,0.4,False
0.32,0.2,0.7,0.3,False
0.32,0.16,0.0,1.0,True
0.32,0.16,0.1,0.9,False
0.32,0.16,0.2,0.8,False
0.32,0.16,0.3,0.7,False
0.32,0.16,0.4,0.6,False
0.32,0.16,0.5,0.5,False
0.32,0.16,0.6,0.4,False
0.32,0.16,0.7,0.3,False
0.32,0.12,0.0,1.0,True
0.32,0.12,0.1,0.9,False
0.32,0.12,0.2,0.8,False
0.32,0.12,0.3,0.7,False
0.32,0.12,0.4,0.6,False
0.32,0.12,0.5,0.5,False
0.32,0.12,0.6,0.4,False
0.32,0.12,0.7,0.3,False
0.32,0.08,0.0,1.0,True
0.32,0.08,0.1,0.9,False
0.32,0.08,0.2,0.8,False
0.32,0.08,0.3,0.7,False
0.32,0.08,0.4,0.6,False
0.32,0.08,0.5,0.5,False
0.32,0.08,0.6,0.4,False
0.32,0.08,0.7,0.3,False
0.32,0.04,0.0,1.0,True
0.32,0.04,0.1,0.9,False
0.32,0.04,0.2,0.8,False
0.32,0.04,0.3,0.7,False
0.32,0.04,0.4,0.6,False
0.32,0.04,0.5,0.5,False
0.32,0.04,0.6,0.4,False
0.32,0.04,0.7,0.3,False
0.32,0.0,0.0,1.0,False
0.32,0.0,0.1,0.9,False
0.32,0.0,0.2,0.8,False
0.32,0.0,0.3,0.7,False
0.32,0.0,0.4,0.6,False
0.32,0.0,0.5,0.5,False
0.32,0.0,0.6,0.4,False
0.32,0.0,0.7,0.3,False
0.36,0.6,0.0,1.0,True
0.36,0.6,0.1,0.9,False
0.36,0.6,0.2,0.8,False
0.36,0.6,0.3,0.7,False
0.36,0.6,0.4,0.6,False
0.36,0.6,0.5,0.5,False
0.36,0.6,0.6,0.4,False
0.36,0.6,0.7,0.3,False
0.36,0.56,0.0,1.0,True
0.36,0.56,0.1,0.9,True
0.36,0.56,0.2,0.8,True
0.36,0.56,0.3,0.7,False
0.36,0.56,0.4,0.6,False
0.36,0.56,0.5,0.5,False
0.36,0.56,0.6,0.4,False
0.36,0.56,0.7,0.3,False
0.36,0.52,0.0,1.0,True
0.36,0.52,0.1,0.9,True
0.36,0.52,0.2,0.8,True
0.36,0.52,0.3,0.7,False
0.36,0.52,0.4,0.6,False
0.36,0.52,0.5,0.5,False
0.36,0.52,0.6,0.4,False
0.36,0.52,0.7,0.3,False
0.36,0.48,0.0,1.0,True
0.36,0.48,0.1,0.9,True
0.36,0.48,0.2,0.8,True
0.36,0.48,0.3,0.7,False
0.36,0.48,0.4,0.6,False
0.36,0.48,0.5,0.5,False
0.36,0.48,0.6,0.4,False
0.36,0.48,0.7,0.3,False
0.36,0.44,0.0,1.0,True
0.36,0.44,0.1,0.9,True
0.36,0.44,0.2,0.8,False
0.36,0.44,0.3,0.7,False
0.36,0.44,0.4,0.6,False
0.36,0.44,0.5,0.5,False
0.36,0.44,0.6,0.4,False
0.36,0.44,0.7,0.3,False
0.36,0.4,0.0,1.0,True
0.36,0.4,0.1,0.9,True
0.36,0.4,0.2,0.8,False
0.36,0.4,0.3,0.7,False
0.36,0.4,0.4,0.6,False
0.36,0.4,0.5,0.5,False
0.36,0.4,0.6,0.4,False
0.36,0.4,0.7,0.3,False
0.36,0.36,0.0,1.0,True
0.36,0.36,0.1,0.9,True
0.36,0.36,0.2,0.8,False
0.36,0.36,0.3,0.7,False
0.36,0.36,0.4,0.6,False
0.36,0.36,0.5,0.5,False
0.36,0.36,0.6,0.4,False
0.36,0.36,0.7,0.3,False
0.36,0.32,0.0,1.0,True
0.36,0.32,0.1,0.9,True
0.36,0.32,0.2,0.8,False
0.36,0.32,0.3,0.7,False
0.36,0.32,0.4,0.6,False
0.36,0.32,0.5,0.5,False
0.36,0.32,0.6,0.4,False
0.36,0.32,0.7,0.3,False
0.36,0.28,0.0,1.0,True
0.36,0.28,0.1,0.9,True
0.36,0.28,0.2,0.8,False
0.36,0.28,0.3,0.7,False
0.36,0.28,0.4,0.6,False
0.36,0.28,0.5,0.5,False
0.36,0.28,0.6,0.4,False
0.36,0.28,0.7,0.3,False
0.36,0.24,0.0,1.0,True
0.36,0.24,0.1,0.9,False
0.36,0.24,0.2,0.8,False
0.36,0.24,0.3,0.7,False
0.36,0.24,0.4,0.6,False
0.36,0.24,0.5,0.5,False
0.36,0.24,0.6,0.4,False
0.36,0.24,0.7,0.3,False
0.36,0.2,0.0,1.0,True
0.36,0.2,0.1,0.9,False
0.36,0.2,0.2,0.8,False
0.36,0.2,0.3,0.7,False
0.36,0.2,0.4,0.6,False
0.36,0.2,0.5,0.5,False
0.36,0.2,0.6,0.4,False
0.36,0.2,0.7,0.3,False
0.36,0.16,0.0,1.0,True
0.36,0.16,0.1,0.9,False
0.36,0.16,0.2,0.8,False
0.36,0.16,0.3,0.7,False
0.36,0.16,0.4,0.6,False
0.36,0.16,0.5,0.5,False
0.36,0.16,0.6,0.4,False
0.36,0.16,0.7,0.3,False
0.36,0.12,0.0,1.0,True
0.36,0.12,0.1,0.9,False
0.36,0.12,0.2,0.8,False
0.36,0.12,0.3,0.7,False
0.36,0.12,0.4,0.6,False
0.36,0.12,0.5,0.5,False
0.36,0.12,0.6,0.4,False
0.36,0.12,0.7,0.3,False
0.36,0.08,0.0,1.0,True
0.36,0.08,0.1,0.9,False
0.36,0.08,0.2,0.8,False
0.36,0.08,0.3,0.7,False
0.36,0.08,0.4,0.6,False
0.36,0.08,0.5,0.5,False
0.36,0.08,0.6,0.4,False
0.36,0.08,0.7,0.3,False
0.36,0.04,0.0,1.0,True
0.36,0.04,0.1,0.9,False
0.36,0.04,0.2,0.8,False
0.36,0.04,0.3,0.7,False
0.36,0.04,0.4,0.6,False
0.36,0.04,0.5,0.5,False
0.36,0.04,0.6,0.4,False
0.36,0.04,0.7,0.3,False
0.36,0.0,0.0,1.0,True
0.36,0.0,0.1,0.9,False
0.36,0.0,0.2,0.8,False
0.36,0.0,0.3,0.7,False
0.36,0.0,0.4,0.6,False
0.36,0.0,0.5,0.5,False
0.36,0.0,0.6,0.4,False
0.36,0.0,0.7,0.3,False
0.4,0.56,0.0,1.0,True
0.4,0.56,0.1,0.9,True
0.4,0.56,0.2,0.8,False
0.4,0.56,0.3,0.7,False
0.4,0.56,0.4,0.6,False
0.4,0.56,0.5,0.5,False
0.4,0.56,0.6,0.4,False
0.4,0.56,0.7,0.3,False
0.4,0.52,0.0,1.0,True
0.4,0.52,0.1,0.9,True
0.4,0.52,0.2,0.8,True
0.4,0.52,0.3,0.7,True
0.4,0.52,0.4,0.6,False
0.4,0.52,0.5,0.5,False
0.4,0.52,0.6,0.4,False
0.4,0.52,0.7,0.3,False
0.4,0.48,0.0,1.0,True
0.4,0.48,0.1,0.9,True
0.4,0.48,0.2,0.8,True
0.4,0.48,0.3,0.7,False
0.4,0.48,0.4,0.6,False
0.4,0.48,0.5,0.5,False
0.4,0.48,0.6,0.4,False
0.4,0.48,0.7,0.3,False
0.4,0.44,0.0,1.0,True
0.4,0.44,0.1,0.9,True
0.4,0.44,0.2,0.8,True
0.4,0.44,0.3,0.7,False
0.4,0.44,0.4,0.6,False
0.4,0.44,0.5,0.5,False
0.4,0.44,0.6,0.4,False
0.4,0.44,0.7,0.3,False
0.4,0.4,0.0,1.0,True
0.4,0.4,0.1,0.9,True
0.4,0.4,0.2,0.8,True
0.4,0.4,0.3,0.7,False
0.4,0.4,0.4,0.6,False
0.4,0.4,0.5,0.5,False
0.4,0.4,0.6,0.4,False
0.4,0.4,0.7,0.3,False
0.4,0.36,0.0,1.0,True
0.4,0.36,0.1,0.9,True
0.4,0.36,0.2,0.8,False
0.4,0.36,0.3,0.7,False
0.4,0.36,0.4,0.6,False
0.4,0.36,0.5,0.5,False
0.4,0.36,0.6,0.4,False
0.4,0.36,0.7,0.3,False
0.4,0.32,0.0,1.0,True
0.4,0.32,0.1,0.9,True
0.4,0.32,0.2,0.8,False
0.4,0.32,0.3,0.7,False
0.4,0.32,0.4,0.6,False
0.4,0.32,0.5,0.5,False
0.4,0.32,0.6,0.4,False
0.4,0.32,0.7,0.3,False
0.4,0.28,0.0,1.0,True
0.4,0.28,0.1,0.9,True
0.4,0.28,0.2,0.8,False
0.4,0.28,0.3,0.7,False
0.4,0.28,0.4,0.6,False
0.4,0.28,0.5,0.5,False
0.4,0.28,0.6,0.4,False
0.4,0.28,0.7,0.3,False
0.4,0.24,0.0,1.0,True
0.4,0.24,0.1,0.9,True
0.4,0.24,0.2,0.8,False
0.4,0.24,0.3,0.7,False
0.4,0.24,0.4,0.6,False
0.4,0.24,0.5,0.5,False
0.4,0.24,0.6,0.4,False
0.4,0.24,0.7,0.3,False
0.4,0.2,0.0,1.0,True
0.4,0.2,0.1,0.9,False
0.4,0.2,0.2,0.8,False
0.4,0.2,0.3,0.7,False
0.4,0.2,0.4,0.6,False
0.4,0.2,0.5,0.5,False
0.4,0.2,0.6,0.4,False
0.4,0.2,0.7,0.3,False
0.4,0.16,0.0,1.0,True
0.4,0.16,0.1,0.9,False
0.4,0.16,0.2,0.8,False
0.4,0.16,0.3,0.7,False
0.4,0.16,0.4,0.6,False
0.4,0.16,0.5,0.5,False
0.4,0.16,0.6,0.4,False
0.4,0.16,0.7,0.3,False
0.4,0.12,0.0,1.0,True
0.4,0.12,0.1,0.9,False
0.4,0.12,0.2,0.8,False
0.4,0.12,0.3,0.7,False
0.4,0.12,0.4,0.6,False
0.4,0.12,0.5,0.5,False
0.4,0.12,0.6,0.4,False
0.4,0.12,0.7,0.3,False
0.4,0.08,0.0,1.0,True
0.4,0.08,0.1,0.9,False
0.4,0.08,0.2,0.8,False
0.4,0.08,0.3,0.7,False
0.4,0.08,0.4,0.6,False
0.4,0.08,0.5,0.5,False
0.4,0.08,0.6,0.4,False
0.4,0.08,0.7,0.3,False
0.4,0.04,0.0,1.0,True
0.4,0.04,0.1,0.9,False
0.4,0.04,0.2,0.8,False
0.4,0.04,0.3,0.7,False
0.4,0.04,0.4,0.6,False
0.4,0.04,0.5,0.5,False
0.4,0.04,0.6,0.4,False
0.4,0.04,0.7,0.3,False
0.4,0.0,0.0,1.0,True
0.4,0.0,0.1,0.9,False
0.4,0.0,0.2,0.8,False
0.4,0.0,0.3,0.7,False
0.4,0.0,0.4,0.6,False
0.4,0.0,0.5,0.5,False
0.4,0.0,0.6,0.4,False
0.4,0.0,0.7,0.3,False
0.44,0.52,0.0,1.0,True
0.44,0.52,0.1,0.9,True
0.44,0.52,0.2,0.8,True
0.44,0.52,0.3,0.7,False
0.44,0.52,0.4,0.6,False
0.44,0.52,0.5,0.5,False
0.44,0.52,0.6,0.4,False
0.44,0.52,0.7,0.3,False
0.44,0.48,0.0,1.0,True
0.44,0.48,0.1,0.9,True
0.44,0.48,0.2,0.8,True
0.44,0.48,0.3,0.7,True
0.44,0.48,0.4,0.6,False
0.44,0.48,0.5,0.5,False
0.44,0.48,0.6,0.4,False
0.44,0.48,0.7,0.3,False
0.44,0.44,0.0,1.0,True
0.44,0.44,0.1,0.9,True
0.44,0.44,0.2,0.8,True
0.44,0.44,0.3,0.7,False
0.44,0.44,0.4,0.6,False
0.44,0.44,0.5,0.5,False
0.44,0.44,0.6,0.4,False
0.44,0.44,0.7,0.3,False
0.44,0.4,0.0,1.0,True
0.44,0.4,0.1,0.9,True
0.44,0.4,0.2,0.8,True
0.44,0.4,0.3,0.7,False
0.44,0.4,0.4,0.6,False
0.44,0.4,0.5,0.5,False
0.44,0.4,0.6,0.4,False
0.44,0.4,0.7,0.3,False
0.44,0.36,0.0,1.0,True
0.44,0.36,0.1,0.9,True
0.44,0.36,0.2,0.8,True
0.44,0.36,0.3,0.7,False
0.44,0.36,0.4,0.6,False
0.44,0.36,0.5,0.5,False
0.44,0.36,0.6,0.4,False
0.44,0.36,0.7,0.3,False
0.44,0.32,0.0,1.0,True
0.44,0.32,0.1,0.9,True
0.44,0.32,0.2,0.8,False
0.44,0.32,0.3,0.7,False
0.44,0.32,0.4,0.6,False
0.44,0.32,0.5,0.5,False
0.44,0.32,0.6,0.4,False
0.44,0.32,0.7,0.3,False
0.44,0.28,0.0,1.0,True
0.44,0.28,0.1,0.9,True
0.44,0.28,0.2,0.8,False
0.44,0.28,0.3,0.7,False
0.44,0.28,0.4,0.6,False
0.44,0.28,0.5,0.5,False
0.44,0.28,0.6,0.4,False
0.44,0.28,0.7,0.3,False
0.44,0.24,0.0,1.0,True
0.44,0.24,0.1,0.9,True
0.44,0.24,0.2,0.8,False
0.44,0.24,0.3,0.7,False
0.44,0.24,0.4,0.6,False
0.44,0.24,0.5,0.5,False
0.44,0.24,0.6,0.4,False
0.44,0.24,0.7,0.3,False
0.44,0.2,0.0,1.0,True
0.44,0.2,0.1,0.9,False
0.44,0.2,0.2,0.8,False
0.44,0.2,0.3,0.7,False
0.44,0.2,0.4,0.6,False
0.44,0.2,0.5,0.5,False
0.44,0.2,0.6,0.4,False
0.44,0.2,0.7,0.3,False
0.44,0.16,0.0,1.0,True
0.44,0.16,0.1,0.9,True
0.44,0.16,0.2,0.8,False
0.44,0.16,0.3,0.7,False
0.44,0.16,0.4,0.6,False
0.44,0.16,0.5,0.5,False
0.44,0.16,0.6,0.4,False
0.44,0.16,0.7,0.3,False
0.44,0.12,0.0,1.0,True
0.44,0.12,0.1,0.9,False
0.44,0.12,0.2,0.8,False
0.44,0.12,0.3,0.7,False
0.44,0.12,0.4,0.6,False
0.44,0.12,0.5,0.5,False
0.44,0.12,0.6,0.4,False
0.44,0.12,0.7,0.3,False
0.44,0.08,0.0,1.0,True
0.44,0.08,0.1,0.9,True
0.44,0.08,0.2,0.8,False
0.44,0.08,0.3,0.7,False
0.44,0.08,0.4,0.6,False
0.44,0.08,0.5,0.5,False
0.44,0.08,0.6,0.4,False
0.44,0.08,0.7,0.3,False
0.44,0.04,0.0,1.0,True
0.44,0.04,0.1,0.9,False
0.44,0.04,0.2,0.8,False
0.44,0.04,0.3,0.7,False
0.44,0.04,0.4,0.6,False
0.44,0.04,0.5,0.5,False
0.44,0.04,0.6,0.4,False
0.44,0.04,0.7,0.3,False
0.44,0.0,0.0,1.0,True
0.44,0.0,0.1,0.9,False
0.44,0.0,0.2,0.8,False
0.44,0.0,0.3,0.7,False
0.44,0.0,0.4,0.6,False
0.44,0.0,0.5,0.5,False
0.44,0.0,0.6,0.4,False
0.44,0.0,0.7,0.3,False
0.48,0.48,0.0,1.0,True
0.48,0.48,0.1,0.9,True
0.48,0.48,0.2,0.8,True
0.48,0.48,0.3,0.7,True
0.48,0.48,0.4,0.6,False
0.48,0.48,0.5,0.5,False
0.48,0.48,0.6,0.4,False
0.48,0.48,0.7,0.3,False
0.48,0.44,0.0,1.0,True
0.48,0.44,0.1,0.9,True
0.48,0.44,0.2,0.8,True
0.48,0.44,0.3,0.7,True
0.48,0.44,0.4,0.6,False
0.48,0.44,0.5,0.5,False
0.48,0.44,0.6,0.4,False
0.48,0.44,0.7,0.3,False
0.48,0.4,0.0,1.0,True
0.48,0.4,0.1,0.9,True
0.48,0.4,0.2,0.8,True
0.48,0.4,0.3,0.7,True
0.48,0.4,0.4,0.6,False
0.48,0.4,0.5,0.5,False
0.48,0.4,0.6,0.4,False
0.48,0.4,0.7,0.3,False
0.48,0.36,0.0,1.0,True
0.48,0.36,0.1,0.9,True
0.48,0.36,0.2,0.8,True
0.48,0.36,0.3,0.7,False
0.48,0.36,0.4,0.6,False
0.48,0.36,0.5,0.5,False
0.48,0.36,0.6,0.4,False
0.48,0.36,0.7,0.3,False
0.48,0.32,0.0,1.0,True
0.48,0.32,0.1,0.9,True
0.48,0.32,0.2,0.8,True
0.48,0.32,0.3,0.7,False
0.48,0.32,0.4,0.6,False
0.48,0.32,0.5,0.5,False
0.48,0.32,0.6,0.4,False
0.48,0.32,0.7,0.3,False
0.48,0.28,0.0,1.0,True
0.48,0.28,0.1,0.9,True
0.48,0.28,0.2,0.8,False
0.48,0.28,0.3,0.7,False
0.48,0.28,0.4,0.6,False
0.48,0.28,0.5,0.5,False
0.48,0.28,0.6,0.4,False
0.48,0.28,0.7,0.3,False
0.48,0.24,0.0,1.0,True
0.48,0.24,0.1,0.9,True
0.48,0.24,0.2,0.8,False
0.48,0.24,0.3,0.7,False
0.48,0.24,0.4,0.6,False
0.48,0.24,0.5,0.5,False
0.48,0.24,0.6,0.4,False
0.48,0.24,0.7,0.3,False
0.48,0.2,0.0,1.0,True
0.48,0.2,0.1,0.9,False
0.48,0.2,0.2,0.8,False
0.48,0.2,0.3,0.7,False
0.48,0.2,0.4,0.6,False
0.48,0.2,0.5,0.5,False
0.48,0.2,0.6,0.4,False
0.48,0.2,0.7,0.3,False
0.48,0.16,0.0,1.0,True
0.48,0.16,0.1,0.9,True
0.48,0.16,0.2,0.8,False
0.48,0.16,0.3,0.7,False
0.48,0.16,0.4,0.6,False
0.48,0.16,0.5,0.5,False
0.48,0.16,0.6,0.4,False
